source,stopover,destination,direct_distance_km,via_distance_km,extra_distance_km,detour_ratio
Tekirdağ,Yalova,Bilecik,227.8452615007705,234.14498865575018,6.299727154979678,0.027649147116269424
Tekirdağ,İstanbul,Bilecik,227.8452615007705,250.5830678797443,22.7378063789738,0.09979494956008517
Tekirdağ,Balıkesir,Denizli,380.84935170082235,384.04172111559296,3.19236941477061,0.008382236704654877
Tekirdağ,Bilecik,Eskişehir,287.7553760348925,289.95419577373025,2.1988197388377557,0.007641281178257131
Tekirdağ,Yalova,Eskişehir,287.7553760348925,296.2484295965111,8.49305356161858,0.029514838883805128
Tekirdağ,İstanbul,Eskişehir,287.7553760348925,312.38697531073626,24.63159927584377,0.08559909328282012
Tekirdağ,Balıkesir,Isparta,442.8541703639476,463.7154555574475,20.861285193499896,0.04710644403857733
Tekirdağ,Kütahya,Isparta,442.8541703639476,462.72869784965053,19.874527485702913,0.04487826651687521
Tekirdağ,Yalova,Isparta,442.8541703639476,491.659615346857,48.805444982909364,0.11020658322535382
Tekirdağ,Balıkesir,Karaman,649.5805538634759,691.9006996536702,42.320145790194374,0.06514995798209955
Tekirdağ,Bilecik,Karaman,649.5805538634759,662.5291241387364,12.948570275260522,0.019933740624233476
Tekirdağ,Eskişehir,Karaman,649.5805538634759,660.8194777023149,11.238923838839014,0.017301816952483895
Tekirdağ,Isparta,Karaman,649.5805538634759,687.5845582979839,38.00400443450803,0.05850545280100161
Tekirdağ,Kocaeli,Karaman,649.5805538634759,700.3611182210892,50.78056435761334,0.07817439123691194
Tekirdağ,Kütahya,Karaman,649.5805538634759,649.5806367323703,8.286889442388201e-05,1.2757292977561008e-07
Tekirdağ,Yalova,Karaman,649.5805538634759,668.4930334263216,18.91247956284576,0.029114910306906605
Tekirdağ,İstanbul,Karaman,649.5805538634759,685.2658963691557,35.68534250567984,0.05493597721396681
Tekirdağ,Bilecik,Kütahya,272.40893637780914,309.4519701602957,37.04303378248653,0.13598318129736708
Tekirdağ,Yalova,Kütahya,272.40893637780914,302.24089107437715,29.831954696568005,0.10951165954113007
Tekirdağ,Balıkesir,Manisa,262.40369130380356,272.1236596614541,9.719968357650544,0.03704204125084898
Tekirdağ,Balıkesir,Mersin,771.4187425486234,820.2748208168287,48.85607826820524,0.06333276024224399
Tekirdağ,Bilecik,Mersin,771.4187425486234,778.1023498085356,6.683607259912151,0.008664045726748615
Tekirdağ,Eskişehir,Mersin,771.4187425486234,775.9089636241141,4.490221075490695,0.0058207311124640615
Tekirdağ,Isparta,Mersin,771.4187425486234,819.1121471750778,47.69340462645437,0.06182557150333712
Tekirdağ,Karaman,Mersin,771.4187425486234,781.149003036381,9.730260487757619,0.01261346134216379
Tekirdağ,Kocaeli,Mersin,771.4187425486234,809.8085431523054,38.38980060368203,0.049765190403397996
Tekirdağ,Kütahya,Mersin,771.4187425486234,772.4738192971377,1.0550767485142387,0.0013677095075865786
Tekirdağ,Yalova,Mersin,771.4187425486234,784.3697555117161,12.951012963092694,0.016788564042798493
Tekirdağ,İstanbul,Mersin,771.4187425486234,799.9204097641554,28.50166721553194,0.03694707639766137
Tekirdağ,İstanbul,Yalova,152.14668802511184,169.79378197871455,17.647093953602706,0.11598736839207469
Tekirdağ,Kocaeli,Zonguldak,362.47606287391267,373.57425343365594,11.098190559743273,0.03061771988955808
Tekirdağ,Yalova,Zonguldak,362.47606287391267,382.6064660080526,20.130403134139954,0.05553581379839234
Tekirdağ,İstanbul,Zonguldak,362.47606287391267,364.19819725364835,1.722134379735678,0.0047510292571641966
Tekirdağ,Balıkesir,Şanlıurfa,1061.7346748971463,1140.939078880403,79.20440398325673,0.07459905554175239
Tekirdağ,Bilecik,Şanlıurfa,1061.7346748971463,1062.1576384146024,0.4229635174560826,0.0003983702590264482
Tekirdağ,Eskişehir,Şanlıurfa,1061.7346748971463,1064.4709846086362,2.7363097114898665,0.0025772066940876748
Tekirdağ,Isparta,Şanlıurfa,1061.7346748971463,1173.0291818525052,111.29450695535888,0.10482327608462105
Tekirdağ,Karaman,Şanlıurfa,1061.7346748971463,1142.9013895713583,81.16671467421202,0.07644726747016617
Tekirdağ,Kocaeli,Şanlıurfa,1061.7346748971463,1072.0298037592265,10.295128862080219,0.009696517506200486
Tekirdağ,Kütahya,Şanlıurfa,1061.7346748971463,1081.1522032558328,19.417528358686468,0.018288494119839793
Tekirdağ,Mersin,Şanlıurfa,1061.7346748971463,1143.381764516127,81.64708961898077,0.07689971096299564
Tekirdağ,Sivas,Şanlıurfa,1061.7346748971463,1143.4028675556951,81.66819265854883,0.07691958696409751
Tekirdağ,Yalova,Şanlıurfa,1061.7346748971463,1062.9145101915758,1.1798352944294948,0.0011112336465264328
Tekirdağ,Zonguldak,Şanlıurfa,1061.7346748971463,1130.7016062955604,68.96693139841409,0.06495684188245532
Tekirdağ,İstanbul,Şanlıurfa,1061.7346748971463,1071.7715404361861,10.036865539039809,0.0094532709313766
Yalova,Bilecik,Eskişehir,144.1017415713992,144.10723490359806,0.0054933321988528405,3.812120616264458e-05
Yalova,Bilecik,Kütahya,150.09420304926527,163.60500929016348,13.510806240898205,0.0900155100358111
Yalova,Balıkesir,Manisa,275.2391843109583,282.9501834944755,7.710999183517174,0.028015630124835322
Yalova,Bilecik,Mersin,632.2230674866042,632.2553889384034,0.03232145179913459,5.112349337021982e-05
Yalova,Eskişehir,Mersin,632.2230674866042,632.2553291606208,0.03226167401658131,5.1028941643771475e-05
Yalova,Karaman,Mersin,632.2230674866042,647.9147945741149,15.691727087510685,0.024819921787879284
Yalova,Kocaeli,Mersin,632.2230674866042,666.6941061866183,34.471038700014105,0.054523538404021465
Yalova,Kütahya,Mersin,632.2230674866042,650.1590859685939,17.936018481989663,0.0283697628327515
Yalova,İstanbul,Tekirdağ,152.14668802511184,169.79378197871455,17.647093953602706,0.11598736839207469
İstanbul,Yalova,Balıkesir,177.45282932522397,208.62775580432643,31.174926479102453,0.17568007564402977
İstanbul,Kocaeli,Bilecik,127.42417285550584,156.36992474521398,28.945751889708134,0.22716060258465642
İstanbul,Yalova,Bilecik,127.42417285550584,128.63318758511446,1.2090147296086116,0.009488111262684784
İstanbul,Bilecik,Denizli,359.4683751558243,402.4613322725454,42.99295711672113,0.11960150068301356
İstanbul,Kütahya,Denizli,359.4683751558243,394.7977315343478,35.32935637852353,0.09828223793875823
İstanbul,Yalova,Denizli,359.4683751558243,366.5306318360308,7.062256680206531,0.01964639219554476
İstanbul,Bilecik,Erzincan,901.5751868146401,939.8297526024342,38.254565787794036,0.042430810371957284
İstanbul,Eskişehir,Erzincan,901.5751868146401,956.4239340116928,54.84874719705272,0.06083657580555113
İstanbul,Kocaeli,Erzincan,901.5751868146401,902.2114499036184,0.6362630889782395,0.0007057238245722353
İstanbul,Sivas,Erzincan,901.5751868146401,907.1978183174041,5.622631502763966,0.006236453248707141
İstanbul,Yalova,Erzincan,901.5751868146401,920.9873930029445,19.412206188304367,0.021531433509045073
İstanbul,Zonguldak,Erzincan,901.5751868146401,918.0549563881743,16.479769573534213,0.0182788632767934
İstanbul,Bilecik,Eskişehir,189.22808028649783,189.53310712846556,0.3050268419677309,0.0016119533713279122
İstanbul,Kocaeli,Eskişehir,189.22808028649783,209.20174356289354,19.973663276395712,0.1055533790024974
İstanbul,Yalova,Eskişehir,189.22808028649783,190.73662852587532,1.5085482393774896,0.007972116173738497
İstanbul,Bilecik,Isparta,385.29048837564085,397.36800659687464,12.077518221233788,0.031346525765927336
İstanbul,Eskişehir,Isparta,385.29048837564085,412.9629157357906,27.672427360149754,0.07182224372269053
İstanbul,Kocaeli,Isparta,385.29048837564085,426.09689319083856,40.80640481519771,0.10591075057999699
İstanbul,Kütahya,Isparta,385.29048837564085,386.7809667589305,1.4904783832896555,0.0038684536168369643
İstanbul,Yalova,Isparta,385.29048837564085,386.1478142762213,0.857325900580463,0.0022251416176788386
İstanbul,Bilecik,Karaman,562.1070013449173,562.1080354934718,0.0010341485544813622,1.8397717018725501e-06
İstanbul,Eskişehir,Karaman,562.1070013449173,562.2921819539202,0.1851806090029413,0.00032944013961722085
İstanbul,Kocaeli,Karaman,562.1070013449173,578.5379553610526,16.430954016135274,0.02923100757831154
İstanbul,Kütahya,Karaman,562.1070013449173,573.6329056416504,11.525904296733074,0.020504822514495924
İstanbul,Yalova,Karaman,562.1070013449173,562.9812323556858,0.8742310107685398,0.0015552750787248826
İstanbul,Bilecik,Kütahya,196.46120528708914,209.030881515031,12.56967622794187,0.06398044952220361
İstanbul,Yalova,Kütahya,196.46120528708914,196.7290900037414,0.26788471665224733,0.0013635502045341585
İstanbul,Balıkesir,Manisa,296.78322682311943,298.4101439698492,1.6269171467297383,0.005481836571914478
İstanbul,Yalova,Manisa,296.78322682311943,321.8740712654344,25.09084444231496,0.08454266338059901
İstanbul,Bilecik,Mardin,1091.3678144947432,1110.3306521868953,18.962837692152107,0.017375294964998567
İstanbul,Erzincan,Mardin,1091.3678144947432,1191.8790351655243,100.51122067078109,0.09209655932295702
İstanbul,Eskişehir,Mardin,1091.3678144947432,1117.0209285499147,25.6531140551715,0.023505470579639365
İstanbul,Kocaeli,Mardin,1091.3678144947432,1091.7894096413293,0.4215951465860144,0.00038629977995197073
İstanbul,Kütahya,Mardin,1091.3678144947432,1160.7753611441965,69.40754664945325,0.0635968421714781
İstanbul,Mersin,Mardin,1091.3678144947432,1220.2555776514823,128.88776315673908,0.11809745664563942
İstanbul,Sivas,Mardin,1091.3678144947432,1115.3402801939899,23.97246569924664,0.021965523795792752
İstanbul,Yalova,Mardin,1091.3678144947432,1102.8708803423872,11.503065847643938,0.010540044973718965
İstanbul,Zonguldak,Mardin,1091.3678144947432,1134.6630964932292,43.29528199848596,0.039670660453304585
İstanbul,Şanlıurfa,Mardin,1091.3678144947432,1120.1957563627604,28.827941868017206,0.026414506168448204
İstanbul,Bilecik,Mersin,676.761514739917,677.6812611632708,0.9197464233538994,0.001359040671376377
İstanbul,Eskişehir,Mersin,676.761514739917,677.3816678757195,0.620153135802525,0.0009163540217573818
İstanbul,Karaman,Mersin,676.761514739917,693.6754505178225,16.91393577790552,0.0249924610213772
İstanbul,Kocaeli,Mersin,676.761514739917,687.9853802922689,11.223865552351981,0.016584668761292276
İstanbul,Kütahya,Mersin,676.761514739917,696.5260882064177,19.764573466500792,0.029204635659721978
İstanbul,Yalova,Mersin,676.761514739917,678.8579544410803,2.0964397011633764,0.0030977525398574457
İstanbul,Bilecik,Sivas,695.0029237418738,728.9398400105074,33.93691626863358,0.048829889931855774
İstanbul,Eskişehir,Sivas,695.0029237418738,744.4799234323788,49.476999690504954,0.07118962813008367
İstanbul,Kocaeli,Sivas,695.0029237418738,695.1653332886374,0.16240954676356978,0.00023368181804062083
İstanbul,Yalova,Sivas,695.0029237418738,712.3308287922122,17.32790505033836,0.02493213259743632
İstanbul,Zonguldak,Sivas,695.0029237418738,720.7788283994296,25.77590465755577,0.03708747658035616
İstanbul,Kocaeli,Zonguldak,241.03930222940988,251.75109057361936,10.71178834420948,0.04444000727323094
İstanbul,Yalova,Zonguldak,241.03930222940988,277.0946649374169,36.05536270800701,0.1495829201898835
İstanbul,Bilecik,Şanlıurfa,948.6126454119476,961.7365497693377,13.123904357390074,0.013834840196222498
İstanbul,Eskişehir,Şanlıurfa,948.6126454119476,965.9436888602414,17.331043448293826,0.01826988448036926
İstanbul,Karaman,Şanlıurfa,948.6126454119476,1055.4278370527998,106.81519164085216,0.11260148402772585
İstanbul,Kocaeli,Şanlıurfa,948.6126454119476,950.20664089919,1.5939954872424096,0.001680343915877458
İstanbul,Kütahya,Şanlıurfa,948.6126454119476,1005.2044721651126,56.59182675316504,0.059657466118416824
İstanbul,Mersin,Şanlıurfa,948.6126454119476,1048.7245367074206,100.11189129547301,0.10553505878260583
İstanbul,Sivas,Şanlıurfa,948.6126454119476,1021.8617310572507,73.24908564530313,0.0772170664175511
İstanbul,Yalova,Şanlıurfa,948.6126454119476,957.40270912094,8.79006370899242,0.009266230796633801
İstanbul,Zonguldak,Şanlıurfa,948.6126454119476,1009.2648456510576,60.652200239110016,0.06393779434889457
Şanlıurfa,Karaman,Eskişehir,776.7156085737436,866.3849373753048,89.66932880156128,0.11544679650022482
Şanlıurfa,Kütahya,Eskişehir,776.7156085737436,869.7494108432924,93.0338022695488,0.1197784636263246
Şanlıurfa,Mersin,Eskişehir,776.7156085737436,860.1166095567253,83.40100098298171,0.10737649670273552
Şanlıurfa,Balıkesir,Manisa,1010.0380679487732,1110.7300485081992,100.69198055942593,0.0996912727892676
Şanlıurfa,Bilecik,Manisa,1010.0380679487732,1111.8521038497329,101.81403590095965,0.10080217680084846
Şanlıurfa,Denizli,Manisa,1010.0380679487732,1031.853303536295,21.815235587521784,0.02159842908874232
Şanlıurfa,Eskişehir,Manisa,1010.0380679487732,1072.5768004838726,62.53873253509937,0.061917203439772805
Şanlıurfa,Isparta,Manisa,1010.0380679487732,1019.531135153766,9.493067204992713,0.009398722192987874
Şanlıurfa,Karaman,Manisa,1010.0380679487732,1026.8132149790295,16.77514703025622,0.016608430476609648
Şanlıurfa,Kütahya,Manisa,1010.0380679487732,1046.5681739832526,36.53010603447933,0.03616705864232039
Şanlıurfa,Mersin,Manisa,1010.0380679487732,1037.0018254304669,26.96375748169362,0.02669578339403844
Şanlıurfa,Balıkesir,Tekirdağ,1061.7346748971463,1140.939078880403,79.20440398325673,0.07459905554175239
Şanlıurfa,Bilecik,Tekirdağ,1061.7346748971463,1062.1576384146024,0.4229635174560826,0.0003983702590264482
Şanlıurfa,Eskişehir,Tekirdağ,1061.7346748971463,1064.4709846086362,2.7363097114898665,0.0025772066940876748
Şanlıurfa,Isparta,Tekirdağ,1061.7346748971463,1173.0291818525052,111.29450695535888,0.10482327608462105
Şanlıurfa,Karaman,Tekirdağ,1061.7346748971463,1142.9013895713583,81.16671467421202,0.07644726747016617
Şanlıurfa,Kocaeli,Tekirdağ,1061.7346748971463,1072.0298037592265,10.295128862080219,0.009696517506200486
Şanlıurfa,Kütahya,Tekirdağ,1061.7346748971463,1081.1522032558328,19.417528358686468,0.018288494119839793
Şanlıurfa,Mersin,Tekirdağ,1061.7346748971463,1143.381764516127,81.64708961898077,0.07689971096299564
Şanlıurfa,Sivas,Tekirdağ,1061.7346748971463,1143.4028675556951,81.66819265854883,0.07691958696409751
Şanlıurfa,Yalova,Tekirdağ,1061.7346748971463,1062.9145101915758,1.1798352944294948,0.0011112336465264328
Şanlıurfa,Zonguldak,Tekirdağ,1061.7346748971463,1130.7016062955604,68.96693139841409,0.06495684188245532
Şanlıurfa,İstanbul,Tekirdağ,1061.7346748971463,1071.7715404361861,10.036865539039809,0.0094532709313766
