date,source,destination,distance_km,demand_desi,vehicle_type,rental_count,spot_count,capacity_desi,cost_tl
2026-05-11,Tekirdağ,Yalova,152.15,47435.49,Kamyonet,0,1,5600,7488.64
2026-05-11,Tekirdağ,Yalova,152.15,47435.49,Tır,0,2,44800,31007.34
2026-05-11,Tekirdağ,Zonguldak,362.48,7316.99,Kamyon,0,1,12000,15250.0
2026-05-11,Tekirdağ,İstanbul,123.16,33841.54,Kamyon,0,1,12000,10224.34
2026-05-11,Tekirdağ,İstanbul,123.16,33841.54,Tır,0,1,22400,14778.97
2026-05-11,Tekirdağ,Şanlıurfa,1061.73,14476.17,Tır,0,1,22400,38243.37
2026-05-11,Yalova,Balıkesir,161.99,40846.83,Tır,0,2,44800,31499.64
2026-05-11,Yalova,Bilecik,82.0,23053.41,Kamyon,0,2,24000,18719.92
2026-05-11,Yalova,Eskişehir,144.1,52522.84,Kamyon,1,0,12000,6441.02
2026-05-11,Yalova,Eskişehir,144.1,52522.84,Tır,0,2,44800,30605.08
2026-05-11,Yalova,Kütahya,150.09,15681.06,Tır,0,1,22400,15452.36
2026-05-11,Yalova,Manisa,275.24,43026.05,Tır,0,2,44800,37161.96
2026-05-11,Yalova,Mersin,632.22,23255.78,Kamyon,0,2,24000,41829.36
2026-05-11,Yalova,Tekirdağ,152.15,47784.8,Kamyon,1,0,12000,6521.47
2026-05-11,Yalova,Tekirdağ,152.15,47784.8,Tır,0,2,44800,31007.34
2026-05-11,Yalova,İstanbul,46.63,44013.1,Tır,0,2,44800,25731.74
2026-05-11,İstanbul,Balıkesir,177.45,56595.6,Kamyon,0,1,12000,11364.51
2026-05-11,İstanbul,Balıkesir,177.45,56595.6,Tır,1,1,44800,25443.21
2026-05-11,İstanbul,Bilecik,127.42,32710.32,Kamyon,0,1,12000,10313.91
2026-05-11,İstanbul,Bilecik,127.42,32710.32,Tır,0,1,22400,14885.6
2026-05-11,İstanbul,Denizli,359.47,17159.31,Tır,0,1,22400,20686.71
2026-05-11,İstanbul,Erzincan,901.58,27319.19,Kamyonet,0,1,5600,20978.35
2026-05-11,İstanbul,Erzincan,901.58,27319.19,Tır,0,1,22400,34239.38
2026-05-11,İstanbul,Eskişehir,189.23,63141.76,Tır,2,1,67200,35350.64
2026-05-11,İstanbul,Isparta,385.29,19027.68,Tır,0,1,22400,21332.26
2026-05-11,İstanbul,Karaman,562.11,15537.74,Tır,0,1,22400,25752.68
2026-05-11,İstanbul,Kütahya,196.46,24008.62,Kamyonet,0,1,5600,8286.3
2026-05-11,İstanbul,Kütahya,196.46,24008.62,Tır,0,1,22400,16611.53
2026-05-11,İstanbul,Manisa,296.78,58711.52,Tır,1,2,67200,49097.34
2026-05-11,İstanbul,Mardin,1091.37,25235.29,Kamyonet,0,1,5600,24394.62
2026-05-11,İstanbul,Mardin,1091.37,25235.29,Tır,0,1,22400,38984.2
2026-05-11,İstanbul,Mersin,676.76,36560.09,Tır,0,2,44800,57238.08
2026-05-11,İstanbul,Sivas,695.0,20975.9,Tır,0,1,22400,29075.07
2026-05-11,İstanbul,Tekirdağ,123.16,52940.35,Kamyon,0,1,12000,10224.34
2026-05-11,İstanbul,Tekirdağ,123.16,52940.35,Tır,1,1,44800,23380.04
2026-05-11,İstanbul,Yalova,46.63,66275.86,Tır,2,1,67200,28078.37
2026-05-11,İstanbul,Zonguldak,241.04,15848.36,Tır,0,1,22400,17725.98
2026-05-11,İstanbul,Şanlıurfa,948.61,23894.86,Kamyon,0,2,24000,55117.74
2026-05-11,Şanlıurfa,Eskişehir,776.72,10889.46,Kamyon,0,1,12000,23949.03
2026-05-11,Şanlıurfa,Manisa,1010.04,11293.59,Kamyon,0,1,12000,28848.8
2026-05-11,Şanlıurfa,Tekirdağ,1061.73,10381.49,Kamyon,0,1,12000,29934.43
2026-05-12,Balıkesir,Bilecik,187.36,8305.73,Kamyon,0,1,12000,11572.58
2026-05-12,Balıkesir,Eskişehir,226.09,14362.84,Tır,0,1,22400,17352.27
2026-05-12,Balıkesir,Manisa,120.96,15146.1,Tır,0,1,22400,14723.93
2026-05-12,Balıkesir,Tekirdağ,151.17,13832.32,Tır,0,1,22400,15479.16
2026-05-12,Balıkesir,Yalova,161.99,17111.41,Tır,0,1,22400,15749.82
2026-05-12,Balıkesir,İstanbul,177.45,13557.62,Tır,0,1,22400,16136.32
2026-05-12,Bilecik,Eskişehir,62.11,10788.12,Kamyon,0,1,12000,8942.29
2026-05-12,Bilecik,Manisa,277.54,11496.84,Kamyon,0,1,12000,13466.33
2026-05-12,Eskişehir,Balıkesir,226.09,14238.16,Tır,0,1,22400,17352.27
2026-05-12,Eskişehir,Bilecik,62.11,9648.46,Kamyon,0,1,12000,8942.29
2026-05-12,Eskişehir,Erzincan,767.2,7056.27,Kamyon,0,1,12000,23749.11
2026-05-12,Eskişehir,Isparta,223.73,5399.66,Kamyonet,0,1,5600,8777.23
2026-05-12,Eskişehir,Kütahya,61.01,6695.57,Kamyon,0,1,12000,8919.13
2026-05-12,Eskişehir,Manisa,295.86,15510.09,Tır,0,1,22400,19096.53
2026-05-12,Eskişehir,Mardin,927.79,8079.27,Kamyon,0,1,12000,27121.65
2026-05-12,Eskişehir,Mersin,488.15,8599.8,Kamyon,0,1,12000,17889.23
2026-05-12,Eskişehir,Tekirdağ,287.76,14955.67,Tır,0,1,22400,18893.88
2026-05-12,Eskişehir,Yalova,144.1,23389.61,Kamyon,0,2,24000,21328.28
2026-05-12,Eskişehir,İstanbul,189.23,14491.98,Tır,0,1,22400,16430.7
2026-05-12,Eskişehir,Şanlıurfa,776.72,8215.31,Kamyon,0,1,12000,23949.03
2026-05-12,Kocaeli,Balıkesir,216.16,30571.79,Kamyon,1,0,12000,7161.56
2026-05-12,Kocaeli,Balıkesir,216.16,30571.79,Tır,0,1,22400,17103.9
2026-05-12,Kocaeli,Bilecik,78.57,18111.15,Tır,0,1,22400,13664.3
2026-05-12,Kocaeli,Erzincan,824.41,13408.18,Tır,0,1,22400,32310.34
2026-05-12,Kocaeli,Eskişehir,131.4,23608.67,Kamyon,1,1,24000,16711.52
2026-05-12,Kocaeli,Isparta,348.3,10024.49,Kamyon,0,1,12000,14952.28
2026-05-12,Kocaeli,Kütahya,159.98,12338.15,Tır,0,1,22400,15699.42
2026-05-12,Kocaeli,Manisa,325.08,18188.99,Tır,0,1,22400,19827.12
2026-05-12,Kocaeli,Mardin,1013.99,12169.4,Tır,0,1,22400,37049.79
2026-05-12,Kocaeli,Mersin,610.19,21421.49,Tır,0,1,22400,26954.69
2026-05-12,Kocaeli,Sivas,617.37,10013.7,Kamyon,0,1,12000,20602.72
2026-05-12,Kocaeli,Tekirdağ,199.62,34832.72,Tır,1,1,44800,26285.59
2026-05-12,Kocaeli,Yalova,56.51,41461.4,Tır,1,1,44800,20847.25
2026-05-12,Kocaeli,İstanbul,77.8,31193.47,Kamyon,0,1,12000,9271.75
2026-05-12,Kocaeli,İstanbul,77.8,31193.47,Tır,1,0,22400,8011.37
2026-05-12,Kocaeli,Şanlıurfa,872.41,14156.12,Tır,0,1,22400,33510.22
2026-05-12,Kütahya,Eskişehir,61.01,4868.89,Kamyonet,0,1,5600,5848.11
2026-05-12,Manisa,Balıkesir,120.96,28163.67,Kamyon,0,1,12000,10178.1
2026-05-12,Manisa,Balıkesir,120.96,28163.67,Tır,0,1,22400,14723.93
2026-05-12,Manisa,Bilecik,277.54,21263.06,Tır,0,1,22400,18638.49
2026-05-12,Manisa,Denizli,172.5,8023.1,Kamyon,0,1,12000,11260.48
2026-05-12,Manisa,Eskişehir,295.86,23579.15,Kamyon,0,2,24000,27702.18
2026-05-12,Manisa,Isparta,289.36,16224.29,Tır,0,1,22400,18933.9
2026-05-12,Manisa,Kütahya,237.82,17004.47,Tır,0,1,22400,17645.62
2026-05-12,Manisa,Mersin,665.04,8986.62,Kamyon,0,1,12000,21603.81
2026-05-12,Manisa,Sivas,835.53,8964.39,Kamyon,0,1,12000,25184.15
2026-05-12,Manisa,Tekirdağ,262.4,26106.5,Kamyonet,0,1,5600,9473.27
2026-05-12,Manisa,Tekirdağ,262.4,26106.5,Tır,0,1,22400,18260.09
2026-05-12,Manisa,Yalova,275.24,31867.58,Kamyon,0,1,12000,13418.02
2026-05-12,Manisa,Yalova,275.24,31867.58,Tır,0,1,22400,18580.98
2026-05-12,Manisa,İstanbul,296.78,21240.21,Tır,0,1,22400,19119.58
2026-05-12,Mersin,Eskişehir,488.15,5954.09,Kamyon,0,1,12000,17889.23
2026-05-12,Mersin,Manisa,665.04,5734.53,Kamyon,0,1,12000,21603.81
2026-05-12,Sivas,Eskişehir,555.25,10980.08,Kamyon,0,1,12000,19298.29
2026-05-12,Tekirdağ,Balıkesir,151.17,20444.33,Tır,0,1,22400,15479.16
2026-05-12,Tekirdağ,Bilecik,227.85,13153.15,Tır,0,1,22400,17396.13
2026-05-12,Tekirdağ,Denizli,380.85,5888.48,Kamyon,0,1,12000,15635.84
2026-05-12,Tekirdağ,Eskişehir,287.76,26424.11,Kamyonet,0,1,5600,9929.6
2026-05-12,Tekirdağ,Eskişehir,287.76,26424.11,Tır,0,1,22400,18893.88
2026-05-12,Tekirdağ,Isparta,442.85,8618.35,Kamyon,0,1,12000,16937.94
2026-05-12,Tekirdağ,Karaman,649.58,6721.61,Kamyon,0,1,12000,21279.19
2026-05-12,Tekirdağ,Kütahya,272.41,8459.29,Kamyon,0,1,12000,13358.59
2026-05-12,Tekirdağ,Manisa,262.4,23351.84,Kamyon,0,2,24000,26296.96
2026-05-12,Tekirdağ,Mersin,771.42,12907.24,Tır,0,1,22400,30985.47
2026-05-12,Tekirdağ,Yalova,152.15,31985.13,Kamyon,0,1,12000,10833.08
2026-05-12,Tekirdağ,Yalova,152.15,31985.13,Tır,0,1,22400,15503.67
2026-05-12,Tekirdağ,Zonguldak,362.48,5493.74,Kamyonet,0,1,5600,11274.57
2026-05-12,Tekirdağ,İstanbul,123.16,23538.44,Kamyon,0,2,24000,20448.68
2026-05-12,Tekirdağ,Şanlıurfa,1061.73,9624.47,Kamyon,0,1,12000,29934.43
2026-05-12,Yalova,Balıkesir,161.99,26706.06,Kamyonet,0,1,5600,7665.87
2026-05-12,Yalova,Balıkesir,161.99,26706.06,Tır,0,1,22400,15749.82
2026-05-12,Yalova,Bilecik,82.0,15794.13,Tır,0,1,22400,13749.96
2026-05-12,Yalova,Eskişehir,144.1,35247.43,Kamyon,1,2,36000,27769.3
2026-05-12,Yalova,Kütahya,150.09,10661.54,Kamyon,0,1,12000,10789.98
2026-05-12,Yalova,Manisa,275.24,30371.92,Kamyon,0,1,12000,13418.02
2026-05-12,Yalova,Manisa,275.24,30371.92,Tır,0,1,22400,18580.98
2026-05-12,Yalova,Mersin,632.22,15904.1,Tır,0,1,22400,27505.58
2026-05-12,Yalova,Tekirdağ,152.15,33623.2,Kamyon,1,0,12000,6521.47
2026-05-12,Yalova,Tekirdağ,152.15,33623.2,Tır,0,1,22400,15503.67
2026-05-12,Yalova,İstanbul,46.63,31208.29,Kamyon,0,1,12000,8617.33
2026-05-12,Yalova,İstanbul,46.63,31208.29,Tır,0,1,22400,12865.87
2026-05-12,İstanbul,Balıkesir,177.45,45183.02,Kamyon,0,2,24000,22729.02
2026-05-12,İstanbul,Balıkesir,177.45,45183.02,Tır,1,0,22400,9306.89
2026-05-12,İstanbul,Bilecik,127.42,25448.76,Kamyonet,0,1,5600,7043.64
2026-05-12,İstanbul,Bilecik,127.42,25448.76,Tır,0,1,22400,14885.6
2026-05-12,İstanbul,Denizli,359.47,14150.99,Tır,0,1,22400,20686.71
2026-05-12,İstanbul,Erzincan,901.58,21420.38,Tır,0,1,22400,34239.38
2026-05-12,İstanbul,Eskişehir,189.23,48312.36,Kamyonet,0,1,5600,8156.11
2026-05-12,İstanbul,Eskişehir,189.23,48312.36,Tır,2,0,44800,18919.94
2026-05-12,İstanbul,Isparta,385.29,16686.78,Tır,0,1,22400,21332.26
2026-05-12,İstanbul,Karaman,562.11,11707.18,Kamyon,0,1,12000,19442.25
2026-05-12,İstanbul,Kütahya,196.46,19076.96,Tır,0,1,22400,16611.53
2026-05-12,İstanbul,Manisa,296.78,49041.32,Kamyonet,0,1,5600,10092.1
2026-05-12,İstanbul,Manisa,296.78,49041.32,Tır,1,1,44800,29977.76
2026-05-12,İstanbul,Mardin,1091.37,19950.97,Tır,0,1,22400,38984.2
2026-05-12,İstanbul,Mersin,676.76,29356.45,Kamyon,0,1,12000,21849.99
2026-05-12,İstanbul,Mersin,676.76,29356.45,Tır,0,1,22400,28619.04
2026-05-12,İstanbul,Sivas,695.0,16121.48,Tır,0,1,22400,29075.07
2026-05-12,İstanbul,Tekirdağ,123.16,41670.37,Tır,1,1,44800,23380.04
2026-05-12,İstanbul,Yalova,46.63,52999.52,Kamyon,0,1,12000,8617.33
2026-05-12,İstanbul,Yalova,46.63,52999.52,Tır,2,0,44800,15212.5
2026-05-12,İstanbul,Zonguldak,241.04,13291.15,Tır,0,1,22400,17725.98
2026-05-12,İstanbul,Şanlıurfa,948.61,13292.02,Tır,0,1,22400,35415.32
2026-05-12,Şanlıurfa,Eskişehir,776.72,7928.74,Kamyon,0,1,12000,23949.03
2026-05-12,Şanlıurfa,Manisa,1010.04,3235.95,Kamyonet,0,1,5600,22930.69
2026-05-12,Şanlıurfa,Tekirdağ,1061.73,7751.89,Kamyon,0,1,12000,29934.43
2026-05-13,Balıkesir,Bilecik,187.36,7807.25,Kamyon,0,1,12000,11572.58
2026-05-13,Balıkesir,Eskişehir,226.09,13084.44,Tır,0,1,22400,17352.27
2026-05-13,Balıkesir,Manisa,120.96,13737.63,Tır,0,1,22400,14723.93
2026-05-13,Balıkesir,Tekirdağ,151.17,13089.76,Tır,0,1,22400,15479.16
2026-05-13,Balıkesir,Yalova,161.99,15638.29,Tır,0,1,22400,15749.82
2026-05-13,Balıkesir,İstanbul,177.45,12013.47,Tır,0,1,22400,16136.32
2026-05-13,Bilecik,Eskişehir,62.11,8718.68,Kamyon,0,1,12000,8942.29
2026-05-13,Bilecik,Manisa,277.54,9517.92,Kamyon,0,1,12000,13466.33
2026-05-13,Eskişehir,Balıkesir,226.09,14119.6,Tır,0,1,22400,17352.27
2026-05-13,Eskişehir,Bilecik,62.11,9710.33,Kamyon,0,1,12000,8942.29
2026-05-13,Eskişehir,Erzincan,767.2,7284.52,Kamyon,0,1,12000,23749.11
2026-05-13,Eskişehir,Isparta,223.73,5227.46,Kamyonet,0,1,5600,8777.23
2026-05-13,Eskişehir,Kütahya,61.01,6708.62,Kamyon,0,1,12000,8919.13
2026-05-13,Eskişehir,Manisa,295.86,15248.01,Tır,0,1,22400,19096.53
2026-05-13,Eskişehir,Mardin,927.79,7311.35,Kamyon,0,1,12000,27121.65
2026-05-13,Eskişehir,Mersin,488.15,8243.31,Kamyon,0,1,12000,17889.23
2026-05-13,Eskişehir,Tekirdağ,287.76,14442.07,Tır,0,1,22400,18893.88
2026-05-13,Eskişehir,Yalova,144.1,22252.91,Tır,0,1,22400,15302.54
2026-05-13,Eskişehir,İstanbul,189.23,14499.3,Tır,0,1,22400,16430.7
2026-05-13,Eskişehir,Şanlıurfa,776.72,8300.71,Kamyon,0,1,12000,23949.03
2026-05-13,Kocaeli,Balıkesir,216.16,34563.08,Kamyon,1,2,36000,31516.1
2026-05-13,Kocaeli,Bilecik,78.57,19735.57,Tır,0,1,22400,13664.3
2026-05-13,Kocaeli,Erzincan,824.41,13826.03,Tır,0,1,22400,32310.34
2026-05-13,Kocaeli,Eskişehir,131.4,24222.27,Kamyon,1,0,12000,6314.04
2026-05-13,Kocaeli,Eskişehir,131.4,24222.27,Tır,0,1,22400,14985.1
2026-05-13,Kocaeli,Isparta,348.3,10226.79,Kamyon,0,1,12000,14952.28
2026-05-13,Kocaeli,Kütahya,159.98,11764.88,Kamyon,0,1,12000,10997.51
2026-05-13,Kocaeli,Manisa,325.08,20500.91,Tır,0,1,22400,19827.12
2026-05-13,Kocaeli,Mardin,1013.99,13069.01,Tır,0,1,22400,37049.79
2026-05-13,Kocaeli,Mersin,610.19,22786.79,Kamyon,0,2,24000,40903.88
2026-05-13,Kocaeli,Sivas,617.37,10257.84,Kamyon,0,1,12000,20602.72
2026-05-13,Kocaeli,Tekirdağ,199.62,35881.67,Tır,1,1,44800,26285.59
2026-05-13,Kocaeli,Yalova,56.51,45282.42,Kamyon,0,2,24000,17649.28
2026-05-13,Kocaeli,Yalova,56.51,45282.42,Tır,1,0,22400,7734.59
2026-05-13,Kocaeli,İstanbul,77.8,33975.01,Kamyon,0,1,12000,9271.75
2026-05-13,Kocaeli,İstanbul,77.8,33975.01,Tır,1,0,22400,8011.37
2026-05-13,Kocaeli,Şanlıurfa,872.41,14506.68,Tır,0,1,22400,33510.22
2026-05-13,Kütahya,Eskişehir,61.01,4243.9,Kamyonet,0,1,5600,5848.11
2026-05-13,Manisa,Balıkesir,120.96,29182.83,Kamyon,0,1,12000,10178.1
2026-05-13,Manisa,Balıkesir,120.96,29182.83,Tır,0,1,22400,14723.93
2026-05-13,Manisa,Bilecik,277.54,20298.34,Tır,0,1,22400,18638.49
2026-05-13,Manisa,Denizli,172.5,8385.98,Kamyon,0,1,12000,11260.48
2026-05-13,Manisa,Eskişehir,295.86,19425.47,Tır,0,1,22400,19096.53
2026-05-13,Manisa,Isparta,289.36,16863.65,Tır,0,1,22400,18933.9
2026-05-13,Manisa,Kütahya,237.82,16961.37,Tır,0,1,22400,17645.62
2026-05-13,Manisa,Mersin,665.04,8742.07,Kamyon,0,1,12000,21603.81
2026-05-13,Manisa,Sivas,835.53,9078.95,Kamyon,0,1,12000,25184.15
2026-05-13,Manisa,Tekirdağ,262.4,27294.5,Kamyonet,0,1,5600,9473.27
2026-05-13,Manisa,Tekirdağ,262.4,27294.5,Tır,0,1,22400,18260.09
2026-05-13,Manisa,Yalova,275.24,33836.26,Kamyon,0,1,12000,13418.02
2026-05-13,Manisa,Yalova,275.24,33836.26,Tır,0,1,22400,18580.98
2026-05-13,Manisa,İstanbul,296.78,22886.27,Kamyon,0,2,24000,27740.9
2026-05-13,Mersin,Eskişehir,488.15,5701.09,Kamyon,0,1,12000,17889.23
2026-05-13,Mersin,Manisa,665.04,3602.79,Kamyonet,0,1,5600,16720.7
2026-05-13,Sivas,Eskişehir,555.25,10583.53,Kamyon,0,1,12000,19298.29
2026-05-13,Tekirdağ,Balıkesir,151.17,19333.01,Tır,0,1,22400,15479.16
2026-05-13,Tekirdağ,Bilecik,227.85,12468.0,Tır,0,1,22400,17396.13
2026-05-13,Tekirdağ,Denizli,380.85,5476.88,Kamyonet,0,1,5600,11605.29
2026-05-13,Tekirdağ,Eskişehir,287.76,24493.1,Kamyonet,0,1,5600,9929.6
2026-05-13,Tekirdağ,Eskişehir,287.76,24493.1,Tır,0,1,22400,18893.88
2026-05-13,Tekirdağ,Isparta,442.85,8007.35,Kamyon,0,1,12000,16937.94
2026-05-13,Tekirdağ,Karaman,649.58,6216.91,Kamyon,0,1,12000,21279.19
2026-05-13,Tekirdağ,Kütahya,272.41,7389.13,Kamyon,0,1,12000,13358.59
2026-05-13,Tekirdağ,Manisa,262.4,21788.81,Tır,0,1,22400,18260.09
2026-05-13,Tekirdağ,Mersin,771.42,7563.06,Kamyon,0,1,12000,23837.79
2026-05-13,Tekirdağ,Yalova,152.15,30367.26,Kamyon,0,1,12000,10833.08
2026-05-13,Tekirdağ,Yalova,152.15,30367.26,Tır,0,1,22400,15503.67
2026-05-13,Tekirdağ,Zonguldak,362.48,5029.64,Kamyonet,0,1,5600,11274.57
2026-05-13,Tekirdağ,İstanbul,123.16,21834.39,Tır,0,1,22400,14778.97
2026-05-13,Tekirdağ,Şanlıurfa,1061.73,6002.95,Kamyon,0,1,12000,29934.43
2026-05-13,Yalova,Balıkesir,161.99,26791.74,Kamyonet,0,1,5600,7665.87
2026-05-13,Yalova,Balıkesir,161.99,26791.74,Tır,0,1,22400,15749.82
2026-05-13,Yalova,Bilecik,82.0,15108.73,Tır,0,1,22400,13749.96
2026-05-13,Yalova,Eskişehir,144.1,32395.99,Kamyon,1,0,12000,6441.02
2026-05-13,Yalova,Eskişehir,144.1,32395.99,Tır,0,1,22400,15302.54
2026-05-13,Yalova,Kütahya,150.09,10034.98,Kamyon,0,1,12000,10789.98
2026-05-13,Yalova,Manisa,275.24,28409.09,Kamyon,0,1,12000,13418.02
2026-05-13,Yalova,Manisa,275.24,28409.09,Tır,0,1,22400,18580.98
2026-05-13,Yalova,Mersin,632.22,14731.46,Tır,0,1,22400,27505.58
2026-05-13,Yalova,Tekirdağ,152.15,31846.32,Kamyon,1,0,12000,6521.47
2026-05-13,Yalova,Tekirdağ,152.15,31846.32,Tır,0,1,22400,15503.67
2026-05-13,Yalova,İstanbul,46.63,28901.4,Kamyon,0,1,12000,8617.33
2026-05-13,Yalova,İstanbul,46.63,28901.4,Tır,0,1,22400,12865.87
2026-05-13,İstanbul,Balıkesir,177.45,41942.56,Tır,1,1,44800,25443.21
2026-05-13,İstanbul,Bilecik,127.42,24482.76,Kamyonet,0,1,5600,7043.64
2026-05-13,İstanbul,Bilecik,127.42,24482.76,Tır,0,1,22400,14885.6
2026-05-13,İstanbul,Denizli,359.47,13740.19,Tır,0,1,22400,20686.71
2026-05-13,İstanbul,Erzincan,901.58,20017.52,Tır,0,1,22400,34239.38
2026-05-13,İstanbul,Eskişehir,189.23,47361.01,Kamyonet,0,1,5600,8156.11
