date,slot,source,destination,q10,q50,q90,recommended_demand,safety_buffer,risk_class,route_label
2026-06-29,09:00,Kütahya,Şanlıurfa,0.0,8.9253,12.2126,10.569,1.6437,LOW,Kütahya → Şanlıurfa
2026-06-29,09:00,Manisa,Balıkesir,184.4263,986.2777,1449.2812,1217.7794,231.5017,LOW,Manisa → Balıkesir
2026-06-29,09:00,Manisa,Bilecik,33.6433,562.4891,700.5175,631.5033,69.0142,LOW,Manisa → Bilecik
2026-06-29,09:00,Manisa,Denizli,0.0,223.71,243.7637,233.7368,10.0268,LOW,Manisa → Denizli
2026-06-29,09:00,Manisa,Erzincan,0.0,176.4349,249.1976,212.8162,36.3813,LOW,Manisa → Erzincan
2026-06-29,09:00,Manisa,Eskişehir,115.6887,699.1572,961.0726,830.1149,130.9577,LOW,Manisa → Eskişehir
2026-06-29,09:00,Manisa,Isparta,0.0,235.7624,308.0068,271.8846,36.1222,LOW,Manisa → Isparta
2026-06-29,09:00,Manisa,Karaman,0.0,124.4507,157.1499,140.8003,16.3496,LOW,Manisa → Karaman
2026-06-29,09:00,Manisa,Kütahya,0.0,238.0803,305.4146,271.7475,33.6672,LOW,Manisa → Kütahya
2026-06-29,09:00,Manisa,Mardin,5.8357,423.0633,572.1606,497.612,74.5487,LOW,Manisa → Mardin
2026-06-29,09:00,Manisa,Mersin,26.2541,360.3943,526.7696,443.5819,83.1876,LOW,Manisa → Mersin
2026-06-29,09:00,Manisa,Sivas,0.0,168.1178,191.475,179.7964,11.6786,LOW,Manisa → Sivas
2026-06-29,09:00,Manisa,Tekirdağ,176.6361,910.6763,1375.1995,1142.9379,232.2616,LOW,Manisa → Tekirdağ
2026-06-29,09:00,Manisa,Yalova,201.5156,1016.675,1642.7915,1329.7333,313.0583,LOW,Manisa → Yalova
2026-06-29,09:00,Manisa,Zonguldak,0.0,80.441,108.7357,94.5883,14.1473,LOW,Manisa → Zonguldak
2026-06-29,09:00,Manisa,İstanbul,77.6769,595.1673,733.7756,664.4715,69.3042,LOW,Manisa → İstanbul
2026-06-29,09:00,Manisa,Şanlıurfa,0.0,253.518,407.8168,330.6674,77.1494,MEDIUM,Manisa → Şanlıurfa
2026-06-29,09:00,Mardin,Balıkesir,0.2778,33.7773,54.3667,44.072,10.2947,LOW,Mardin → Balıkesir
2026-06-29,09:00,Mardin,Bilecik,1.2935,10.037,10.9657,10.5013,0.4643,LOW,Mardin → Bilecik
2026-06-29,09:00,Mardin,Denizli,0.0,4.7399,5.053,4.8965,0.1566,LOW,Mardin → Denizli
2026-06-29,09:00,Mardin,Erzincan,1.2932,9.6186,10.4832,10.0509,0.4323,LOW,Mardin → Erzincan
2026-06-29,09:00,Mardin,Eskişehir,1.1252,21.0288,23.7948,22.4118,1.383,LOW,Mardin → Eskişehir
2026-06-29,09:00,Mardin,Isparta,1.2931,9.9994,10.8307,10.4151,0.4157,LOW,Mardin → Isparta
2026-06-29,09:00,Mardin,Karaman,1.2841,6.2996,6.6404,6.47,0.1704,LOW,Mardin → Karaman
2026-06-29,09:00,Mardin,Kütahya,0.7771,6.9034,7.3654,7.1344,0.231,LOW,Mardin → Kütahya
2026-06-29,09:00,Mardin,Manisa,1.1312,17.5554,19.3264,18.4409,0.8855,LOW,Mardin → Manisa
2026-06-29,09:00,Mardin,Mersin,1.2932,9.684,10.5531,10.1186,0.4346,LOW,Mardin → Mersin
2026-06-29,09:00,Mardin,Sivas,0.7734,6.112,6.4316,6.2718,0.1598,LOW,Mardin → Sivas
2026-06-29,09:00,Mardin,Tekirdağ,1.1961,18.1607,19.9822,19.0715,0.9108,LOW,Mardin → Tekirdağ
2026-06-29,09:00,Mardin,Yalova,2.0375,16.3802,17.8943,17.1373,0.7571,LOW,Mardin → Yalova
2026-06-29,09:00,Mardin,Zonguldak,1.2841,5.8264,6.0971,5.9618,0.1354,LOW,Mardin → Zonguldak
2026-06-29,09:00,Mardin,İstanbul,1.1336,22.1594,24.5712,23.3653,1.2059,LOW,Mardin → İstanbul
2026-06-29,09:00,Mardin,Şanlıurfa,0.7764,9.1973,11.0042,10.1008,0.9035,LOW,Mardin → Şanlıurfa
2026-06-29,09:00,Mersin,Balıkesir,0.0,21.681,36.3427,29.0118,7.3308,LOW,Mersin → Balıkesir
2026-06-29,09:00,Mersin,Bilecik,0.0,12.8605,29.4901,21.1753,8.3148,LOW,Mersin → Bilecik
2026-06-29,09:00,Mersin,Denizli,0.0,7.7227,8.8728,8.2978,0.5751,LOW,Mersin → Denizli
2026-06-29,09:00,Mersin,Erzincan,0.0,8.7988,11.562,10.1804,1.3816,LOW,Mersin → Erzincan
2026-06-29,09:00,Mersin,Eskişehir,0.0,42.901,62.7369,52.8189,9.9179,LOW,Mersin → Eskişehir
2026-06-29,09:00,Mersin,Isparta,0.0,10.6328,16.5179,13.5754,2.9426,LOW,Mersin → Isparta
2026-06-29,09:00,Mersin,Karaman,0.0,10.0541,16.7161,13.3851,3.331,LOW,Mersin → Karaman
2026-06-29,09:00,Mersin,Kütahya,0.0,7.5166,16.9377,12.2271,4.7105,LOW,Mersin → Kütahya
2026-06-29,09:00,Mersin,Manisa,0.0,51.5941,75.6072,63.6007,12.0066,LOW,Mersin → Manisa
2026-06-29,09:00,Mersin,Mardin,0.0,8.3864,18.7635,13.575,5.1886,LOW,Mersin → Mardin
2026-06-29,09:00,Mersin,Sivas,0.0,6.7321,7.7371,7.2346,0.5025,LOW,Mersin → Sivas
2026-06-29,09:00,Mersin,Tekirdağ,0.0,30.1996,52.5831,41.3914,11.1918,LOW,Mersin → Tekirdağ
2026-06-29,09:00,Mersin,Yalova,0.0,44.3309,69.9421,57.1365,12.8056,LOW,Mersin → Yalova
2026-06-29,09:00,Mersin,Zonguldak,0.0,5.4419,6.2582,5.8501,0.4082,LOW,Mersin → Zonguldak
2026-06-29,09:00,Mersin,İstanbul,0.0,35.7472,63.6882,49.7177,13.9705,LOW,Mersin → İstanbul
2026-06-29,09:00,Mersin,Şanlıurfa,0.0,8.5649,11.2324,9.8987,1.3338,LOW,Mersin → Şanlıurfa
2026-06-29,09:00,Sivas,Balıkesir,0.0,219.8269,312.2474,266.0372,46.2103,LOW,Sivas → Balıkesir
2026-06-29,09:00,Sivas,Bilecik,0.0,57.525,81.5586,69.5418,12.0168,LOW,Sivas → Bilecik
2026-06-29,09:00,Sivas,Denizli,0.0,33.5551,42.2308,37.8929,4.3378,LOW,Sivas → Denizli
2026-06-29,09:00,Sivas,Erzincan,0.0,68.0301,83.7877,75.9089,7.8788,LOW,Sivas → Erzincan
2026-06-29,09:00,Sivas,Eskişehir,0.0,234.54,353.3487,293.9444,59.4044,MEDIUM,Sivas → Eskişehir
2026-06-29,09:00,Sivas,Isparta,0.0,56.7659,91.0013,73.8836,17.1177,MEDIUM,Sivas → Isparta
2026-06-29,09:00,Sivas,Karaman,0.0,46.6349,93.8135,70.2242,23.5893,MEDIUM,Sivas → Karaman
2026-06-29,09:00,Sivas,Kütahya,0.0,44.3531,68.923,56.6381,12.285,LOW,Sivas → Kütahya
2026-06-29,09:00,Sivas,Manisa,0.0,220.2448,408.9683,314.6066,94.3618,MEDIUM,Sivas → Manisa
2026-06-29,09:00,Sivas,Mardin,0.0,78.0159,176.9616,127.4888,49.4729,MEDIUM,Sivas → Mardin
2026-06-29,09:00,Sivas,Mersin,4.1042,265.0633,459.0025,362.0329,96.9696,MEDIUM,Sivas → Mersin
2026-06-29,09:00,Sivas,Tekirdağ,0.0,148.6634,161.7502,155.2068,6.5434,LOW,Sivas → Tekirdağ
2026-06-29,09:00,Sivas,Yalova,0.0,185.7255,230.249,207.9872,22.2617,LOW,Sivas → Yalova
2026-06-29,09:00,Sivas,Zonguldak,0.0,31.3367,70.5023,50.9195,19.5828,MEDIUM,Sivas → Zonguldak
2026-06-29,09:00,Sivas,İstanbul,0.0,122.6405,157.4691,140.0548,17.4143,LOW,Sivas → İstanbul
2026-06-29,09:00,Sivas,Şanlıurfa,0.0,148.1924,220.4323,184.3124,36.12,LOW,Sivas → Şanlıurfa
2026-06-29,09:00,Tekirdağ,Balıkesir,51.6947,402.1538,463.7228,432.9383,30.7845,LOW,Tekirdağ → Balıkesir
2026-06-29,09:00,Tekirdağ,Bilecik,11.0669,196.9823,244.8496,220.916,23.9337,LOW,Tekirdağ → Bilecik
2026-06-29,09:00,Tekirdağ,Denizli,0.0,74.2106,262.2275,168.2191,94.0085,MEDIUM,Tekirdağ → Denizli
2026-06-29,09:00,Tekirdağ,Erzincan,0.0,134.3814,159.5527,146.967,12.5856,LOW,Tekirdağ → Erzincan
2026-06-29,09:00,Tekirdağ,Eskişehir,92.883,500.914,720.0306,610.4723,109.5583,LOW,Tekirdağ → Eskişehir
2026-06-29,09:00,Tekirdağ,Isparta,0.0,95.6571,113.5086,104.5829,8.9258,LOW,Tekirdağ → Isparta
2026-06-29,09:00,Tekirdağ,Karaman,0.0,131.8307,140.9636,136.3972,4.5665,LOW,Tekirdağ → Karaman
2026-06-29,09:00,Tekirdağ,Kütahya,0.0,144.1049,213.1983,178.6516,34.5467,LOW,Tekirdağ → Kütahya
2026-06-29,09:00,Tekirdağ,Manisa,96.6512,499.3929,719.742,609.5674,110.1745,LOW,Tekirdağ → Manisa
2026-06-29,09:00,Tekirdağ,Mardin,0.0,118.036,136.866,127.451,9.415,LOW,Tekirdağ → Mardin
2026-06-29,09:00,Tekirdağ,Mersin,14.2644,299.4663,402.9072,351.1867,51.7204,LOW,Tekirdağ → Mersin
